"id","name","subdomain","site","phone","addr1","addr2","city","state","zip","notes","discount_code","discount_rate","created_at","updated_at","species","email","contact","facility"
641,"Brunswick Memorial Home","brunswickmemorialhome","www.brunswickmemorialhome.com","732-254-9393","P.O. Box 7149","","East Brunswick","NJ","08816-7149","wouldn't divulge calls/yr. Wife from Ptree city,GA. Mike went to Auburn","","","2011-11-07 17:11:21","2011-11-07 17:11:21","human","mkulbacki@brunswickmemorialhome.com","Micheal Kulbacki",""
642,"Phillips Memorial Home, Inc.","phillipsmemorialhome","www.phollipsmemorial.co","315-769-3549","64 Andrews Street","","Massena","NY",13662,"Met on bus ride to expo, three homes","","","2011-11-07 17:41:26","2011-11-07 17:41:26","human","pmh@twcny.rr.com","David Frary",""
643,"Miller Funeral Homes, Inc.","millerfuneralhomes","www.millerfuneralhomes.com","585-424-3700","3325 Winton Road South","","Rochester","NY",14623,"400 call/yr, 35-40% cremation rate. Josh Miller -owner","","","2011-11-07 17:45:28","2011-11-07 17:45:28","human","joemartin@millerfuneralhomes.com","Joe Martin",""
644,"DeJohn Pet Services","dejohnpetservices","www.dejohncares.com","216-658-9010","28890 Chardon Road","","Willoughby Hills, ","OH",44092,"a division of DeJohn-Flynn-Mylott Funeral Homes and Crematory","","","2011-11-07 17:58:38","2011-11-07 17:58:38","pet","rcapretta@dejohncares.com","Rick Capretta",""
645,"McClendon-Winters","mcclendonwinters","www.mcclendon-winters.com","918-756-1677","1926 E. 9th Street","","Okmulgee","OK","74447-5406","""2 1 satelite 20% cremation rate contact number "" Donna Prior""","","","2011-11-07 18:03:32","2011-11-07 18:03:32","human","nicolewinters@sbcglobal.net","Nicole Winters",""
646,"Panebaker Funeral Home","panebaker","www.panebakerfuneralhome.com","717-637-5194","311 Broadway","","Hanover","PA","17331-2505","1 home","","","2011-11-07 18:07:48","2011-11-07 18:07:48","human","panebakerfh@aol.com","Mike Newman",""
647,"Bartron-Myer Funeral Home, Inc.","bartronmyerinc","www.bartronmyerfuneralhome.com","570-278-8100","382 Church Street","","Montrose","PA",18801,"125 calls/yr  cremation rat ??%. Likes to sell products $100 over cost, but won't do that with artisan products","","","2011-11-07 18:13:22","2011-11-07 18:13:22","human","greg@bartronmyerfuneralhome.com","Gregory L. Myer",""
648,"Hooper-Huddleston & Horner Algood Chapel","hooperhuddlestonhorner","www.hhhfunerals.com","931-526-6111","59 North Jefferson Ave","","Cookeville,","TN","38501-3329","","","","2011-11-07 18:22:42","2011-11-07 18:22:42","human","jillhorner@hhhfunerals.com","Jill Horner",""
649,"O'Connell Family Funeral Homes and Cremation Services, Inc","oconnellfamilyfuneralhomes","www.oconnellfuneralhomes.com","715-684-3434","520 11th Street S.","","Hudson","WI","54016-2149","","","","2011-11-07 18:27:31","2011-11-07 18:27:31","human","info@funeralhomes.com","Micheal O'Connell",""
650,"Proko Funeral Home","proko","www.prokofuneralhome.com","262-654-3533","5111 60th Street","","Kenosha","WI",53144,"","","","2011-11-07 18:30:17","2011-11-07 18:30:17","human","scott@prokofuneralhome.com","Scott J. Pelky",""
651,"Cline & Hansen Funeral Home","clinehansen","www.clinehansenfuneralhome.com","920-596-2500","209 W. Cook Street","","New London","WI","54961-1436","","","","2011-11-07 18:45:50","2011-11-07 18:45:50","human","kent@clinehansenfuneralhome.com","Kent Rusch",""
652,"Davis Funeral Home and Crematory","davisfuneralhomewy","www.thedavisfuneralhome.com","307-856-3217","2203 West Main Street","","Riverton","WY",82501,"330 calls/yr  60%cremation rate","","","2011-11-07 18:49:38","2011-11-07 18:49:38","human","davisfh@wyoming.com","Jamey L. Kirkland",""
653,"Eternalight Memorials","eternalightmemorials","www.eternalightmemorials.com","515-570-4808","18818 Henry Ct.","","Lansing, ","IL",60438,"cremations-green burials. planning to start pets in the future","","","2011-11-07 18:54:47","2011-11-07 18:54:47","human","eternalightmemorials@gmail.com","Nathan C. Harvey",""
654,"Phillips & Meyers","phillipsandmeyers","www.phillipsandmeyers.com","765-647-5311","P.O. Box 203","","brookville","IN",47012,"Loves the urns. Fritz is decision maker","","","2011-11-07 18:59:47","2011-11-07 18:59:47","human","ucme2rip@gmail.com","Marsha",""
657,"Greer's Mortuary","greersmortuary","www.greersmortuary.com","928-289-3335","316 W. Second Street","","Winslow","AZ","86047-3407","2 locations, loves the urns, in Sedona area and would sell very well
10/28/11: Royce came by booth at NFDA Expo [ac].","","","2011-11-07 19:14:36","2012-02-18 20:52:42","human","winslow@greersmortuary.com","Royce Greer",""
658,"Graham-Hitch Mortuary","grahamhitchmortuary","www.graham-hitchmortuary.com","925-846-5624","4167 First Street","","Pleasanton","CA",94566,"Clark met with Wes   ""we will close this deal""
Met at NFDA 2011 Convention - *","","","2011-11-07 19:19:05","2012-05-16 16:14:13","human","wesfisher@grahamhitch.com","Wesley D. Fisher",""
659,"Ducro Services, Inc.","ducroserviceshuman","www.ducro.com","440-992-2191","4524 Elm Ave.","","Ashtabula","OH",44004,"Chris spoke to jeffrey...since 1857. purchase desision maker is J.P. Ducro, owns cemetaries. 300call/yr and 300 call for pets/yr.","","","2011-11-07 19:40:28","2011-11-07 19:40:28","human","jeffrey@ducro.com","Jeffrey@ducro.com",""
660,"Ducro Services, Inc.","ducroservicespet","www.ducro.com","440-992-2191","4524 Elm Avenue","","Ashtabula","OH",44004,"300 calls/ yr. J.P. is purchase decision maker","","","2011-11-07 19:43:14","2011-11-07 19:43:14","pet","jeffrey@ducro.com","Jeffrey Hathy",""
661,"Smith & Thomas Funeral Home","smithandthomasil","","708-216-0199","212 N. 2nd. Ave.","","Maywood","IL",60153,"Cremation growing, wants something better","","","2011-11-08 15:57:43","2011-11-08 15:57:43","human","itwin@att.net","Ilene Johnson",""
662,"Fitzgerald Funeral Home & Crematory LTD.","fitzgeraldfhandcltd","www.fitzgeraldfh.com","815-226-2273","3910 N. Rockton Ave.","","Rockford","IL",61103,"2 Homes, largest in Rockford","","","2011-11-08 16:02:33","2011-11-08 16:02:33","human","brianm@fitzgeraldfuneralhome.com","Brian Michalski",""
663,"Henderson Funeral Home LTD.","hendersonfhltd","www.hendersonfuneralcare.com","309-347-4157","420 Walnut Street","","Pekin","IL",61554,"140 calls/yr...60% cremation","","","2011-11-08 16:11:05","2011-11-08 16:11:05","human","info@hendersonfuneralcare.com","Rodney Wamsley",""
664,"Springdale Cemetary","springdalecemetaryil","www.springdalecemetary.com","309-681-1400","","","Peoria","IL","","","","","2011-11-08 16:16:40","2011-11-08 16:16:40","human","jon@springdalecemetary.com","Jon Austin",""
665,"Broadway Mortuary","cozinememorialgroup","www.cozinememorial.com","316-262-3435","1147 S. Broadway","","Wichita, KS","PW",67211,"see notes on card/ 2 locations
10/29/13: Bill visited booth at NFDA in Austin.  Need to follow up [ac].","","","2011-11-08 16:22:09","2013-10-29 14:43:07","human","wlc@cozinememorial.com","Bill Cozine - Owner",""
666,"Fagen-Miller Funeral Homes","fagenmillerfh","www.fagenmiller.com","219-838-4824","2828 Highway Avenue","","Highland","IN",46322,"4 locations-250 call/yr-45% cremation","","","2011-11-08 16:28:52","2011-11-08 16:28:52","human","fagenmiller@jorsm.com","Steve Clements",""
667,"Langeland Family Funeral Homes","langelandffh","www.langelands.com","262-343-1508","622 S. Burdick Street","","Kalamazoo","MI",49007,"6 locations-1000 calls/yr-50% cremation","","","2011-11-08 16:47:42","2011-11-08 16:47:42","human","obits@langelands.com","Dann A. Klaassen",""
668,"Putnam Funeral Home","putnamfhmi","","517-617-2321","","","Coldwater","MI","","Josh is a student getting ready to go into bus.- Mike Pomante is director","","","2011-11-08 16:53:39","2011-11-08 16:53:39","human","jflemingbbr@yahoo.com","Joshua Fleming",""
669,"Czopek Funeral Home, Inc.","czopekfhinc","www.czopekfuneraldirectors.com","734-285-9000","2157 Oak Street","Corner 22nd Street","Wyandotte","MI",48192,"2 homes-do we have exclusive? No...2011 NFDA","","","2011-11-08 16:58:51","2011-11-08 16:58:51","human","info@czopekfuneraldirectors.com","John Michalak",""
670,"Brainard Funeral Home & Cremation Center","brainardfhcc","www.brainardfuneral.com","715-845-5525","522 Adams St.","","Wausau","WI",54403,"2--11 NFDA - 2 locations","","","2011-11-08 17:02:52","2011-11-08 17:02:52","human","","Carrie Hartleben",""
671,"Lynch & Sons Funeral Directors","lynchsonsfd","www.lynchfuneraldirector.com","248-684-6645","404 E. Liberty Street","","Milford","MI",48381,"3 locations","","","2011-11-08 17:06:17","2011-11-08 17:06:17","human","","Ken Kutzli",""
672,"White Chapel Memorial Cemetary","whitechaplememc","www.whitechapelcemetary.com","248-362-7670","621 W. Long Lake Rd.","","Troy","WI",48098,"2011 NFDA","","","2011-11-08 17:09:17","2011-11-08 17:09:17","human","","David Krall",""
673,"Peeples Funeral Home, Inc.","peeplesfhinc","www.peeplesfuneralhome.net","706-695-4634","208 South Third Ave.","","Chatsworth","GA",30705,"2011 NFDA","","","2011-11-08 17:14:56","2011-11-08 17:14:56","human","","Jerry Herndon",""
674,"McPeek-Hoekstra Funeral Home","mcpeekhoekstrafh","www.mcpeekhoekstra.com","740-587-0161","133 South Prospect Street","","Granville, OH","PW",43023,"Added 11/21/11.  Bill emailed inquiry on products and distribution.  Likes the acorn and the uniqueness of product.","","","2011-11-21 18:42:42","2012-03-23 17:40:15","human","mcpeekhoekstra@roadrunner.com","Bill Hoekstra - Owner",""
675,"McPeek-Hoekstra Pet Crematory","mcpeekhoekstrapc","www.mcpeekhoekstra.com","740-587-0161","133 South Prospect Street","","Granville, OH","PW",43023,"Added 11/21/11.  The Pet site for McPeek-Hoekstra Funeral Home","","","2011-11-21 18:47:15","2012-03-23 17:40:50","pet","mcpeekhoekstra@roadrunner.com","Bill Hoekstra - Owner",""
676,"Lee Thomas Studios","leethomasstudios","","770-373-4501","103 Dixie Dr. Suite B","","Woodstock","GA",30189,"","","","2012-01-10 22:23:42","2012-01-10 22:23:42","human","lee@leethomasstudios.com","Lee Thomas",""
677,"Evergreen Burial Park","evergreenburialpark","www.evergreenburialpark.com","540-342-2593","1307 Summit Avenue, SW ","","Roanoke, VA","PW",24015,"10/26/11: Don sent inquiry to our website asking for information [ac].
01/11/12: I spoke w-Don, created landing page and mailed brochures [ac].","","","2012-01-11 20:27:34","2013-10-01 16:21:20","human","dwilson@evergreenburialpark.com","Don Wilson",""
678,"Mortech Industries New Zealand Ltd","mortechindustries","www.mortech.co.nz","+64 7 848 1692","16/21 Railside Place","Frankton, Hamilton 3204","New Zealand","PW",3204,"10/29/11: Visited our booth at NFDA Expo in Chicago [ac].
01/13/12: Created landing page and emailed [ac].","","","2012-01-13 18:12:49","2012-01-13 19:06:42","human","","Adrian Featherstone",""
679,"Top Dogs Pet Boutique","topdogs","www.TopDogsPetBoutique.com","770-641-8620","900 Mansell Road","","Roswell","GA",30076,"01/17/12: Met Brittany on cold call.  Clark had met owner, Suzette, 5 years ago when she had first opened.
01/17/12: Set up and sent Brittany landing page","","","2012-01-17 19:35:56","2012-01-17 19:41:21","pet","info@topdogs.net","Brittany (Manager - Roswell)",""
680,"Snyder's Memorial Gardens","snydersmemorialgardens","www.snydersmemorialgardens.com","(423) 477-7911","5913 Kingsport Highway","","Gray, TN","PW",37615,"01/31/12:  Visited Snyder's FH from a referral from Gregg ?? @ ?? FH in Johnson City, TN.  David is a one man band since his father passed a year ago.  He agreed to display our acorns only.","","","2012-02-02 15:09:39","2012-02-18 14:58:15","human","info@snydersmemorialgardens.com","David Snyder",""
681,"Morris-Baker Funeral Home","morrisbaker","www.morrisbaker.com","(423) 282-1521","2001 Oakland Avenue","","Johnson City, TN","PW",37601,"01/31/12: Cold called on Morris-Baker and met with Greg Harris, Asst.Mgr. Greg likes urns, and wants us to make appt with his boss, Calvin James [ac].","","","2012-02-02 16:21:13","2012-02-18 14:58:55","human","info@morrisbaker.com","Calvin James",""
682,"Groce Funeral Home & Cremation Service","grocefuneralhome","www.grocefuneralhome.com","828-252-3535","1401 Patton Avenue","","Asheville, NC","PW","28806-1793","02/01/12: Cold called on Groce and met with Dale.  He likes products, currently sells a local wood turners urn - Joey Stevens.  Receptive to having a AU landing page sent to him and for us to follow up [ac].","","","2012-02-02 16:41:59","2012-02-18 20:43:00","human","info@grocefuneralhome.com","Dale Groce",""
683,"Thos. Shepherd & Son Funeral Directors","thosshepherd","www.thosshepherd.com","828-693-3435","125 South Church Street","P. O. Box 765","Hendersonville, NC","PW",28793,"02/01/12: Scott Sanderford referred Shepherd & Son to Clark last summer saying it would be well worth the time to get this account.  We cold called trying to see Melody.  She was busy, so we spoke with Kevin Mukosiej who loved the product.  We got approval to create landing page and send to Kevin in hopes of presenting to Melody in future [ac].","","","2012-02-02 21:23:14","2012-02-18 20:41:28","human","director@thosshepherd.com","Melody Shepherd",""
684,"Service Corporation International","sci","","","","","","TX","","","","","2012-02-03 20:35:08","2012-02-03 20:35:08","human","","Tia Thomas",""
685,"J. Henry Stuhr Funeral Chapel and Crematory","jhenrystuhr","www.jhenrystuhr.com","843-723-2524","232 Calhoun Street","","Charleston, SC","PW",29401,"02/10/12: Met Bob at SCFDA Expo in Columbia, SC.  Bill Simpson brought Bob to our booth.  Created landing page and mailed to Bob and Kate Darby [ac].
02/16/12: Spoke with Kate.  Bob left her in charge of getting the product on board.  She needs to speak with 5 key FD's to get it accepted.  She wants AU to market it through Hecox-Goodwin, and asked that I speak with Julie Lee.  F/U: c/b Kate on 02/22/12 [ac].","","","2012-02-10 20:56:40","2012-02-22 14:15:06","human","bparks@jhenrystuhr.com","Bob Parks",""
686,"Boles Funeral Home & Crematory","bolesfuneralhome","www.bolesfuneralhome.com","(910) 692-6262","425 W. Pennsylvania Avenue","","Southern Pines, NC","PW",28387,"02/08/12: Met James at SCFDA Expo in Columbia, SC [ac].
Added as prospect 02/13/12[ac].","","","2012-02-13 21:52:59","2012-02-18 20:42:01","human","jboles@bolesfuneralhome.com","James Boles - Founder ",""
687,"Joseph A. Strickland Funeral Homes","stricklandfh","www.stricklandfh.com","(706) 376-3901","305 Cleveland Avenue","","Hartwell, GA","PW",30643,"Added as prospect 02/14/12.  Clark ran into Arnold at the Mrs. Bailey's funeral in Hartwell, and Arnold recognized Clark from the show in Savannah, GA last summer.  Arnold liked the urn Clark was carrying for the Baileys [ac].
02/15/12:  Called on Arnold as follow up.  Met Susan who loves the urns.  Arnold likes the urns, but gave a flat NO based on our pricing.  Will consider the acorns.  Need to follow up by phone 02/22/12 [ac].","","","2012-02-14 17:16:06","2012-02-18 20:38:40","human","stricklandfh@hotmail.com","Arnold Strickland",""
688,"The McDougald Funeral Home & Cemeteries","mcdougaldfh","www.mcdougaldfuneralhome.com","864-224-4343","2211 N. Main Street","P.O. Box 499","Anderson, SC","PW",29622,"02/08/12:  Eddie Kerr visited our booth at SCFDA Expo [ac].
Added as prospect 02/15/12 [ac].
02/15/12: Sales call, spoke with Eddie who pointed me to pitch our urns to Doug, III [ac].","","","2012-02-15 11:52:54","2012-02-18 20:58:05","human","info@mcdougaldfuneralhome.com","Eddie Kerr",""
689,"Harris Funeral Home & Cremation Service","harrisfh","www.harrisfuneral.com","864-366-4027","302 North Main Street","P.O. Box 549","Abbeville, SC","PW",29620,"02/08/12: Brad visited our booth at SCFDA Expo per Greg Dunbar's request [ac].
02/15/12: Added as prospect to create landing page.
02/16/12: Called to visit, but Brad busy with 2 families [ac].","","","2012-02-15 12:09:30","2012-02-18 21:00:24","human","","Brad Evans, Owner",""
690,"Gray Funeral Home","grayfh","www.grayfuneralhome.com","864-833-0427","504 East Carolina Avenue","","Clinton, SC","PW",29325,"Added 02/15/12.  Randy Roof and Patsy Deitz visited our booth at SCFDA Expo on 02/07/12.  Spoke with Randy on 02/10/12 and he directed me to Ralph Patterson, the owner [ac].
02/16/12:  Called on Gray FH unannounced, and met with Ralph.  He was not interested in our urns - ""too expensive"".  The cremation rate is less than 10% and they are all about economic issues.  May have an interest in Acorn [ac].","","","2012-02-15 12:25:30","2012-02-18 14:56:58","human","info@grayfuneralhome.com","Ralph Patterson",""
691,"Parker-White-Pruitt Funeral Homes","parkerwhitepruitt","www.parkerwhitepruitt.com","864-369-2461","603 North Main Street","","Honea Path, SC","PW",29654,"02/08/12:  Joe, III visited our booth at SCFDA Expo, and really liked our urns.  They have 2 locations - 2nd is in Ware Shoals,SC [ac].
02/15/12: Added as prospect to create landing page [ac].
02/16/12: Spokw with Joe,Jr. and Joe, III.  They are redoing their cremation marketing and considering our product [ac].","","","2012-02-15 12:41:06","2012-02-18 21:03:00","human","","Joe White",""
692,"Blyth Funeral Home & Cremation Services","blythfh","www.blythfuneralhome.com","864-223-2223","1425 Montague Avenue","P.O. Box 6","Greenwood, SC","PW",29648,"Added 02/15/12.  Susan visited our booth at SCFDA Expo on 02/08/12, and loves product.  She handles pre-need and advised Clark to see Steve [ac].
02/16/12: Called on Blyth unannounced, and I spoke with Earl, one of the FD's.  Susan was busy with a family, and Steve had to meet a family in the field, although, I did speak with him for a moment.  Earl loved the wood urns, and commented that they are not afraid to move high end products.  Need to call for appt w/Steve [ac].","","","2012-02-15 12:48:18","2012-02-18 14:57:25","human","sbarker@blythfuneralhome.com","Susan Barker",""
693,"Heritage Family Management","heritagefamilymgt","www.heritagefamily.com","(423) 543-4559x7902","P. O. Box 730","","Elizabethton, TN","PW",37644,"10/11/11: Clark identified as target prospect [ac].
01/31/12: Visited Elizabethton and presented to Mark.  He was impressed w-product and company.  To meet with Richard Tetrick and should get approval to try us in a couple locations [ac].
Added 02/20/12 to create landing page [ac].","","","2012-02-20 16:07:03","2012-02-20 16:07:03","human","mark@heritagefamily.com","Mark Aaroen",""
694,"Shuler Funeral Home","shulerfh","www.shulerfuneralhome.com","(828) 693-5220","125 Orr's Camp Road","","Hendersonville, NC","PW",28792,"02/08/12: Referral from Thomas McDonald, Triangle Atlantic Casket rep, who I met at SCFDA Expo [ac].
02/16/12: Called on Kenneth.  He immediately mentioned that Jim Altmeyer has an exclusive agreement with Batesville.  He likes the acorn, and thinks their pet crematory can sell our product [ac].
02/20/12: Set up landing page as prospect [ac].","","","2012-02-20 18:27:57","2012-02-20 18:27:57","human","director@shulerfuneralhome.com","Kenneth Brain",""
695,"The Howze Mortuary","howzemortuary","www.thehowzemortuary.com","(864) 834-8051","6714 State Park Road","P.O. Box 369","Travelers Rest, SC","PW",29690,"02/08/12: Met Raymond and Nicole at SCFDA Expo.  Raymond committed to purchasing 1 keepsake urn and 3 acorns at show, but we insisted we would bring to him next week [ac].
02/15/12: Called unannounced and missed Raymond.  Spoke with Steve, who loves product [ac].
02/16/12: Phoned Raymond to try and visit.  Raymond tied up.  Need to arrange earliest time to come back [ac].
02/20/12: Created landing page as a prospect acct [ac].","","","2012-02-20 18:34:33","2012-02-20 18:34:33","human","info@thehowzemortuary.com","Raymond Brown, Owner",""
696,"Hecox Goodwin, LLC","hecoxgoodwin","www.hecoxgoodwin.com","843-376-2166","115 Trigard Lane","","Summerville, SC","PW",29843,"02/22/12: They are a wholesale distributor for the Carolina low country.  Was referred to HG by Kate Darby at Stuhr; they buy all their products through them.  Set up landing page for Julie to see how it works with our FH [ac].","","","2012-02-23 21:02:53","2012-02-23 21:02:53","human","julie@hecoxgoodwin.com","Julie Lee",""
697,"Mayer Funeral Home & Cremoratorium","mayerfh","www.mayerfuneralhome.com","(843) 546-4184","222 St. James Street","P.O. Box 2938","Georgetown, SC","PW",29442,"02/08/12: Pennay vistited our booth at SCFDA Expo.  2nd location in Andrews, SC.  Gave her an AU Acorn and committed to creating landing page and emailing it to her [ac].
02/24/12: Created landing page [ac].","","","2012-02-24 12:50:25","2012-02-24 12:54:08","human","pennay@mayerfuneralhome.com","Pennay Mayer Brown",""
698,"Living Waters Funeral Home & Crematory","livingwatersfh","www.livingwatersfh.com","(864) 439-7141","529 Spartanburg Hwy. S.","","Lyman, SC ","PW",29365,"02/08/12: Met at SCFDA Expo.  Likes our urns [ac].
02/27/12: Created landing page as f-u to expo [ac].","","","2012-02-27 15:47:04","2012-02-27 15:47:04","human","padpatterson@gmail.com","Paula Patterson, Owner",""
699,"Wolfe Funeral Home","wolfefh","www.wolfefuneralhome.com","(803) 547-7575","314 Spratt Street","","Fort Mill, SC","PW",29715,"02/08/12: Met at SCFDA Expo [ac].
02/27/12: Created landing page as f-u to Expo [ac].","","","2012-02-27 16:08:10","2012-02-27 16:08:10","human","laura@wolfefuneralhome.com","Laura Roberts, FD",""
700,"Robinson Funeral Home","robinsonfh","www.robinsonfuneralhomes.com","(864) 859-4001","104 South 1st Street","","Easley, SC","PW",29640,"02/08/12: Steve Culbertson visited our booth at SCFDA Expo [ac].
02/16/12: Cold called on Easley Downtown facility, and spoke with Bannie [ac].
02/27/12: Created landing page to f-u with Chris Robinson [ac].","","","2012-02-27 17:02:42","2012-02-27 17:04:00","human","bannister@robinsonfuneralhomes.com","Bannister Eads, Co-Manager, Downtown",""
701,"Fairchild Sons Funeral Home","fairchildsons","www.fairchildfuneral.com","(516) 746-0585","1201 Franklin Avenue","","Garden City, NY","PW",11530,"Added 03/14/12 as part of follow up to Valerie's online inquiry for information.  Her boss came back from NFDA Expo in Chicago with an engraved acorn and they are revamping their cremation merchandising [ac].","","","2012-03-14 14:51:57","2012-03-14 14:51:57","human","vg@fairchildfuneral.com","Valerie",""
702,"Palm Mortuaries, Cemeteries & Crematories","palmmortuary","www.palmmortuary.com","702-464-8440","800 South Boulder Hwy.","","Henderson, NV","PW",89015,"03/19/12: They visited our booth at ICCFA Expo and asked that we send information to Kelley, the NW GM and Teresa Correa, the Eastern GM [ac].
03/23/12:  Created landing page and emailed PP [ac].
NOTE: They own 7 funeral homes, handle 5000 calls per year and have a 70% cremation rate.  Other website is www.dignitymemorial.com ","","","2012-03-23 01:57:20","2012-03-23 17:31:43","human","joseph.palmer@palmmortuary.com","Joseph Palmer, Manager",""
703,"Joseph Gawler's Sons, Inc.","gawlers","www.josephgawlers.com","202-966-6400","5130 Wisconsin Ave. NW","","Washington","DC",20016,"03/19/12: Gained appt to meet with Terry through referral from Bill Simpson [ac].
03/27/12: Met with Terry and his staff and set them up as distributor.
 - All FS urns must include finial & LP tops and reliquary.
 - Wants to stock Fine Art pieces so they can price at will.","","","2012-03-23 12:01:42","2012-03-30 15:11:19","human","terence.shotkoski@sci-us.com","Terry Shotkoski, President",""
704,"Frank E. Campbell, The Funeral Chapel","frankecampbell","www.frankecampbell.com","212-288-3500","1076 Madison Ave. at 81st Street","","New York ","NY",10028,"03/19/12: Gained appt. to meet through Bill Simpson.  Per Bill: see Dominic Corella, V.P., but be careful with President, Georgia Amato (he can be tough to deal with).  They do about 800 calls per year with 60-70% cremation rate, and get an average of $18k per cremation [ac].","","","2012-03-23 12:15:35","2012-04-02 15:19:15","human","","Dominic Corella, V.P.",""
705,"Florida Cremations Services","floridacremations","www.floridacremationservicesllc.com","786-507-7288","12830 NW 42nd Ave","","Opalocka, FL","PW",33054,"03/19/12:  Visited our booth at ICCFA Expo.  Spanish speaking, but loves the urns [ac].","","","2012-03-23 15:44:02","2012-03-23 15:44:02","human","yolieda.calderon@floridacremationservicesllc.com","Yoleida Calderon, Founder",""
706,"Lake Ridge Chapel & Memorial Designers","lakeridgechapel","www.memorialdesigners.net","806-698-8085","6025 82nd Street","","Lubbock, TX","PW",79424,"03/21/12: Santos was referred to us by Meadow Hill, and visited our booth at ICCFA Expo.  He agreed to stock our product, with the understanding that we will buy it back if it does not sell [ac].
03/23/12: Created landing page and email PP [ac].","","","2012-03-23 17:35:54","2012-03-23 17:35:54","human","santos3@sbcglobal.net","Santos Morena, Owner",""
707,"Local Cremation","localcremation","www.localcremation.com","214-343-4040","8499 Greenville Ave.","Suite 107","Dallas, TX","PW",74231,"03/20/12:  Wendell was referred to us through David at Meadow Hill.  He visited our booth at ICCFA Expo and committed to a display package [ac].
03/23/12: Created landing page and emailed PP to close [ac].","","","2012-03-23 18:04:14","2012-03-23 18:04:14","human","wcox@localcremation.com","Wendell Cox",""
708,"Veterinary Referral Cremation Services","vrcs","www.vrcs.ca","613-732-3845","905 Pembroke Street East","","Pembroke, ON, Can","PW","K8A 3M3","03/20/12: Mike visited our booth at ICCFA Expo and recognized our product.  His predessessor used to sell AU urns, but never told anyone who we were.  VRCS does 500 cremations annually and sells an urn with everyone.  They deal with 70 vets in their area [ac].
03/23/12: Created landing page and emailed PP [ac].","","","2012-03-23 18:22:27","2012-03-23 18:24:05","pet","mike@vrcs.ca","Mike Anyotte",""
709,"Schoedinger Pet Services","schoedingerpet","www.schoedinger.com","(614) 224-6105","229 E. State Street","","Columbus, OH","PW",43215,"03/20/12: Met Roberta at ICCFA seminar.  She recently hired with Schoedinger, but was previously employed with Hillcrest-Flynn Pet and sold AU urns [ac].
03/26/12: Created Schoedinger Pet landing page [ac].
","","","2012-03-26 18:24:31","2012-03-26 18:24:31","pet","rknauf@schoedinger.com","Roberta Knauf",""
710,"Palm Mortuary","palmmortuarylasvagas","","702-464-8550","","","","NV","","","","","2012-04-03 16:42:19","2012-04-03 16:46:50","human","","Kelly Browder",""
711,"Lake Ridge Chaple & Memorial Designers","memorialdesigners","memorialdesigners.net","806-698-8085","6025 82nd. Street","","Lubbock","TX",79424,"","","","2012-04-19 20:57:24","2012-04-19 20:57:24","human","","Santos Moreno",""
712,"Turner and Porter Funeral Directors","turnerporter","www.turnerporter.ca","(905) 828-8000","1981 Dundas St. W","","Mississauga, ON, CA","PW","L5K 1R2","05/08/12: Turner & Porter is Master Craft Casket's largest customer and Bill Simpson gave us the referral.  Clark spoke to Neil and was given permission to send landing page [ac].
05/16/12:  Sent email w-landing page [ac].","","","2012-05-08 15:36:08","2012-05-16 19:22:50","human","neilv@turnerporter.ca","Neil Verburg (sp?)",""
713,"Geo. H. Lewis & Sons Funeral Directors","geohlewis","www.geohlewis.com","(713) 789-3005","1010 Bering Drive","","Houston, TX","PW",77057,"05/09/12: Developed and sent landing page [ac].","","","2012-05-09 16:50:22","2012-05-09 16:50:22","human","billy.wells@dignitymemorial.com","Billy Wells",""
714,"Kingwood Funeral Home","kingwoodfh","www.kingwoodfuneralhome.com","281-358-9005","22800 Highway 59 North","","Kingwood, TX","PW",77339,"05/22/12: added landing page [ac].","","","2012-05-22 14:34:28","2012-05-22 14:35:22","human","marcie.fitzgerald@dignitymemorial.com","Marcie Fitzgerald",""
715,"Devoted Pet Cremations & Memorials","devotedpets","www.devotedpets.com","281-370-7008","P.O.Box 37131","7012 Belgold St.","Houston, TX","PW","77237-0131","05/20/12: Britt & Will Schroeter purchased from Bob Boettinger in 2011.  Will is a FD for SCI at Earthman Hunters Creek Chapel
8303 Katy Freeway
Houston ,TX 77024
SCI Dignity","","","2012-05-23 13:55:43","2012-05-29 19:22:25","pet","devotedpets@aol.com","Britt Schroeter - owner",""
716,"Carriage Services","carriageservices","www.carriageservices.com","(713) 332-8455","3040 Post Oak Boulevard, Suite 300","","Houston, TX","PW",77056,"05/22/12: Clark & I met Jacquelyn on a cold call visit to their headquarters.  Sent landing page to her on 05/23/12 [ac].","","","2012-05-23 13:56:25","2012-05-23 13:56:25","human","jacquelyn.schoenberg@carriageservices.com","Jacquelyn Schoenberg - Vendor Analyst",""
717,"Holy Cross Mortuary","holycross","www.holycrossmortuary.com","310-280-3658","5835 W. Slauson Ave.","","Culver City","CA",90230,"Stewert Facility
Added 06/01/12","",50,"2012-06-04 17:27:07","2012-06-04 17:27:07","human","lglenn@stei.com","Lisa Glenn",05371
718,"Paws To Angels Pet Loss Center & Services","pawstoangels","www.pawstoangels.net","402-507-0585","11718 W. Dodge Road","","Omaha, NE","PW",68154,"07/06/12: Cherie emailed us wanting to be added as a distributor.  I sent her our Partner Program [ac].","","","2012-07-06 20:02:10","2012-07-06 20:02:10","pet","pawstoangelsinfo@cox.net","Cherie Frye",""
